target_location,target_name,BOOK,latitude,longitude,target_code,DAY,MONTH,YEAR,TIME OF ATTACK,AIR FORCE,TOTAL_AIRCRAFT,AVG_ALTITUDE,TOTAL_HE_BOMBS,TOTAL_HE_TONS,TOTAL_INCENDIARY_BOMBS,TOTAL_INCENDIARY_TONS,TOTAL_FRAG_BOMBS,TOTAL_FRAG_TONS,TOTAL_TONS,NUM_ATTACKS
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,03-04,6.0,0.0,1515.0,R,18.0,301.5,68.0,14.0,0.0,0.0,0.0,0.0,14.0,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,04-05,6.0,0.0,1615.0,R,14.0,304.5,40.0,7.0,0.0,0.0,0.0,0.0,7.0,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,06,6.0,0.0,1630.0,R,8.0,306.0,25.0,7.0,0.0,0.0,0.0,0.0,7.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,17-18,6.0,0.0,1645.0,R,24.0,308.0,91.0,17.0,0.0,0.0,0.0,0.0,17.0,3
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,17-18,7.0,0.0,1700.0,R,4.0,310.5,26.0,3.0,120.0,0.24,0.0,0.0,3.24,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,19-20,7.0,0.0,1730.0,R,7.0,313.5,27.0,5.0,0.0,0.0,0.0,0.0,5.0,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,20-21,7.0,0.0,1800.0,R,12.0,316.5,8.0,2.0,240.0,0.48,0.0,0.0,2.48,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,21,7.0,0.0,1800.0,R,5.0,318.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,22,7.0,0.0,1815.0,R,3.0,319.0,6.0,2.0,180.0,0.36,0.0,0.0,2.36,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,25,7.0,0.0,,R,4.0,,16.0,2.2,0.0,0.0,0.0,0.0,2.2,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,25-26,7.0,0.0,,R,4.0,,10.0,1.6,180.0,0.36,0.0,0.0,1.96,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,27,7.0,0.0,,R,2.0,,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,01-02,8.0,0.0,,R,10.0,,36.0,6.0,180.0,0.36,0.0,0.0,6.359999999999999,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,03,8.0,0.0,,R,5.0,,17.0,6.0,0.0,0.0,0.0,0.0,6.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,15,8.0,0.0,,R,17.0,,17.0,5.1,150.0,2.0,0.0,0.0,7.1,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,15-16,8.0,0.0,,R,34.0,,34.0,6.55,980.0,2.0,0.0,0.0,8.55,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,29-30,8.0,0.0,,R,9.0,,28.0,7.0,120.0,0.24,0.0,0.0,7.24,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,30,8.0,0.0,,R,26.0,,14.0,2.5,0.0,0.0,0.0,0.0,2.5,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,30-31,8.0,0.0,,R,1.0,,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,31,8.0,0.0,,R,1.0,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,07-08,9.0,0.0,,R,10.0,,2.0,0.6,240.0,1.24,0.0,0.0,1.8399999999999999,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,09,9.0,0.0,,R,5.0,,6.0,1.8,120.0,1.0,0.0,0.0,2.8,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,01-02,10.0,0.0,,R,12.0,,58.0,8.0,180.0,0.36,0.0,0.0,8.36,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,05-06,10.0,0.0,,R,7.0,,16.0,3.0,60.0,0.12,0.0,0.0,3.12,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,07,10.0,0.0,,R,4.0,,6.0,0.9,0.0,0.0,0.0,0.0,0.9,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,08-09,10.0,0.0,,R,8.0,,20.0,4.0,240.0,0.48,0.0,0.0,4.48,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,10,10.0,0.0,,R,4.0,,10.0,4.0,0.0,0.0,0.0,0.0,4.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,11-12,10.0,0.0,,R,1.0,,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,13,10.0,0.0,,R,1.0,,8.0,1.0,200.0,0.4,0.0,0.0,1.4,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,15-16,10.0,0.0,,R,8.0,,25.0,4.0,239.0,0.478,0.0,0.0,4.478,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,17,10.0,0.0,,R,4.0,,12.0,4.0,0.0,0.0,0.0,0.0,4.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,20-21,10.0,0.0,,R,12.0,,19.0,3.5,300.0,1.0,0.0,0.0,4.5,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,24-25,10.0,0.0,,R,4.0,,14.0,2.0,0.0,0.0,0.0,0.0,2.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,01-02,11.0,0.0,,R,1.0,,7.0,2.0,0.0,0.0,0.0,0.0,2.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,08-09,11.0,0.0,,R,2.0,,8.0,1.0,360.0,0.72,0.0,0.0,1.72,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,10-11,11.0,0.0,,R,16.0,,61.0,15.0,1500.0,3.0,0.0,0.0,18.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,13-14,11.0,0.0,,R,4.0,,21.333333333333336,4.0,240.0,0.48,0.0,0.0,4.48,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,17-18,11.0,0.0,,R,49.0,,82.0,15.45,1880.0,4.36,0.0,0.0,19.81,5
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,19-19,12.0,0.0,,R,2.0,,4.0,1.0,360.0,0.72,0.0,0.0,1.72,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,20,12.0,0.0,,R,23.0,,60.0,11.5,600.0,1.0,0.0,0.0,12.5,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,20-21,12.0,0.0,,R,20.0,,80.0,11.6,0.0,0.0,0.0,0.0,11.6,3
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,21,12.0,0.0,,R,8.0,,16.0,2.0,0.0,0.0,0.0,0.0,2.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,21-22,12.0,0.0,,R,4.0,,8.0,2.0,480.0,1.0,0.0,0.0,3.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,22,12.0,0.0,,R,7.0,,27.0,3.0,0.0,0.0,0.0,0.0,3.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,14-15,3.0,1.0,100.0,R,112.0,180.0,120.0,28.0,2360.0,4.72,0.0,0.0,32.72,5
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,14-15,4.0,1.0,220.0,R,30.0,180.0,50.90909090909091,28.0,100.0,5.0,0.0,0.0,33.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,12,8.0,3.0,853.0,8,16.0,280.0,160.0,40.0,0.0,0.0,0.0,0.0,40.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,12,9.0,3.0,1300.0,8,16.0,281.0,266.6666666666667,40.0,0.0,0.0,0.0,0.0,40.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,05,11.0,3.0,1340.0,8,16.0,283.0,0.0,0.0,714.0,25.0,0.0,0.0,25.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,5,11.0,3.0,1348.0,8,16.0,282.0,0.0,0.0,714.0,40.0,0.0,0.0,40.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,14-15,6.0,4.0,220.0,R,64.0,180.0,59.0,55.0,2.0,0.25,0.0,0.0,55.25,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,15,6.0,4.0,106.0,R,33.0,180.0,25.0,55.0,0.0,0.0,0.0,0.0,55.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,15-16,6.0,4.0,106.0,R,51.0,180.0,29.0,51.0,0.0,0.0,0.0,0.0,51.0,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,17,6.0,4.0,140.0,R,26.0,180.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,17-18,6.0,4.0,159.0,R,4.0,180.0,4.0,8.0,0.0,0.0,0.0,0.0,8.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,19-20,6.0,4.0,140.0,R,4.0,180.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,21-22,6.0,4.0,129.0,R,24.0,180.0,1622.0,411.0,17.0,2.125,0.0,0.0,413.125,3
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,23-24,6.0,4.0,53.0,R,121.0,180.0,2123.333333333333,637.0,50.0,3.0,0.0,0.0,640.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,28-29,6.0,4.0,53.0,R,13.0,180.0,16.0,11.0,0.0,0.0,0.0,0.0,11.0,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,30,6.0,4.0,52.0,R,7.0,180.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,01-02,7.0,4.0,51.0,R,4.0,180.0,24.0,6.0,0.0,0.0,0.0,0.0,6.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,02-03,7.0,4.0,49.0,R,4.0,180.0,20.0,6.0,0.0,0.0,0.0,0.0,6.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,03-04,7.0,4.0,50.0,R,4.0,180.0,19.0,5.0,0.0,0.0,0.0,0.0,5.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,05,7.0,4.0,110.0,R,7.0,180.0,30.0,8.0,0.0,0.0,0.0,0.0,8.0,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,05-06,7.0,4.0,124.0,R,64.0,255.0,24.0,27.0,0.0,0.0,0.0,0.0,27.0,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,352,06-07,7.0,4.0,48.0,R,60.0,180.0,22.0,9.0,0.0,0.0,0.0,0.0,9.0,2
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,07-08,7.0,4.0,204.0,R,9.0,240.0,52.0,13.0,0.0,0.0,0.0,0.0,13.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,08-09,7.0,4.0,156.0,R,7.0,240.0,40.0,10.0,0.0,0.0,0.0,0.0,10.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,09-10,7.0,4.0,540.0,R,7.0,240.0,20.0,6.0,0.0,0.0,0.0,0.0,6.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,13-14,7.0,4.0,32.0,R,4.0,240.0,22.0,6.0,0.0,0.0,0.0,0.0,6.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,18-19,7.0,4.0,125.0,R,304.0,240.0,2447.0,876.0,0.0,0.0,0.0,0.0,876.0,3
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,19,7.0,4.0,125.0,R,154.0,240.0,8.0,4.0,0.0,0.0,0.0,0.0,4.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,19,9.0,4.0,1320.0,R,561.0,240.0,2150.0,571.0,0.0,0.0,0.0,0.0,571.0,5
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,19,10.0,4.0,1430.0,R,724.0,185.0,3751.0,1486.0,0.0,0.0,0.0,0.0,1486.0,6
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,15-16,11.0,4.0,600.0,R,4.0,185.0,4.0,8.0,0.0,0.0,0.0,0.0,8.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,28,12.0,4.0,1852.0,R,143.0,185.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,29,12.0,4.0,1852.0,R,650.0,185.0,205.0,98.25,0.0,0.0,0.0,0.0,98.25,3
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,5130N,705E,46907 524,29-30,12.0,4.0,1852.0,R,798.0,195.0,490.0,656.25,0.0,0.0,0.0,0.0,656.25,3
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,532846,10,3.0,5.0,1530.0,R,153.0,200.0,1692.0,846.0,0.0,0.0,0.0,0.0,846.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,532846,11,3.0,5.0,800.0,R,153.0,200.0,50.0,50.0,0.0,112.0,0.0,0.0,162.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,532846,6,3.0,5.0,1529.0,R,153.0,200.0,2.0,8.0,0.0,0.0,0.0,0.0,8.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,532846,7,3.0,5.0,1529.0,R,153.0,200.0,150.0,300.0,0.0,0.0,0.0,0.0,300.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,532846,8,3.0,5.0,1529.0,R,153.0,200.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,1
GELSENKIRCHEN,HS A G SYN OIL,BOOK_2_OILREFINERIES,,,532846,9,3.0,5.0,1529.0,R,153.0,200.0,2128.0,532.0,0.0,0.0,0.0,0.0,532.0,1
GELSENKIRCHEN,SCHOLVEN OIL PLANT,BOOK_2_OILREFINERIES,5130N,705E,46907 527,25.0,10.0,4.0,1320.0,8.0,108.0,237.0,1943.0,244.0,0.0,0.0,0.0,0.0,244.0,6
GELSENKIRCHEN,SCHOLVEN OIL PLANT,BOOK_2_OILREFINERIES,5130N,705E,46907 527,26.0,10.0,4.0,1030.0,8.0,92.0,240.0,424.0,53.0,0.0,0.0,0.0,0.0,53.0,1
GELSENKIRCHEN,SCHOLVEN OIL PLANT,BOOK_2_OILREFINERIES,5130N,705E,46907 527,1.0,11.0,4.0,1352.0,8.0,143.0,234.85714285714286,3004.0,376.0,0.0,0.0,0.0,0.0,376.0,7
GELSENKIRCHEN,SCHOLVEN OIL PLANT,BOOK_2_OILREFINERIES,5130N,705E,46907 527,11.0,11.0,4.0,1120.0,8.0,100.0,275.125,1887.0,236.25,0.0,0.0,0.0,0.0,236.25,8
GELSENKIRCHEN,SCHOLVEN OIL PLANT,BOOK_2_OILREFINERIES,5130N,705E,46907 527,20.0,11.0,4.0,1100.0,8.0,60.0,266.6,1129.0,140.75,0.0,0.0,0.0,0.0,140.75,5
GELSENKIRCHEN,SCHOLVEN OIL PLANT,BOOK_2_OILREFINERIES,5130N,705E,46907 527,20.0,12.0,4.0,1800.0,8.0,10.0,255.0,238.0,29.75,0.0,0.0,0.0,0.0,29.75,1
GELSENKIRCHEN,SCHOLVEN OIL PLANT,BOOK_2_OILREFINERIES,5130N,705E,46907 527,8.0,3.0,5.0,1428.0,8.0,74.0,249.0,879.0,220.0,132.0,6.6000000000000005,0.0,0.0,226.6,9
GELSENKIRCHEN,SCHOLVEN OIL PLANT,BOOK_2_OILREFINERIES,5130N,705E,46907 527,8.0,5.0,5.0,1430.0,8.0,469.0,250.0,132.0,39.6,22.0,6.0,0.0,0.0,45.6,1
GELSENKIRCHEN,SYNTHETIC OIL REFINERY,BOOK_2_OILREFINERIES,,,46907 520,5.0,11.0,3.0,1315.0,8.0,48.0,273.0,440.0,110.0,0.0,0.0,0.0,0.0,110.0,2
GELSENKIRCHEN,TRON FOUNDRY,BOOK_1_MILITARYINDUSTRY,5130M,705E,46907,1,6.0,0.0,600.0,R,7.0,280.0,200.0,1.0,60.0,0.0,0.0,0.0,1.0,1
GELSENKIRCHEN,TRON FOUNDRY,BOOK_1_MILITARYINDUSTRY,5130M,705E,46907,1,7.0,0.0,1400.0,R,6.0,280.0,215.0,1.0,0.0,0.0,0.0,0.0,1.0,1
GELSENKIRCHEN,TRON FOUNDRY,BOOK_1_MILITARYINDUSTRY,5130M,705E,46907,1,8.0,0.0,1800.0,R,1.0,280.0,225.0,33.75,0.0,0.0,0.0,0.0,33.75,1
GELSENKIRCHEN,TRON FOUNDRY,BOOK_1_MILITARYINDUSTRY,5130M,705E,46907,2,1.0,1.0,1333.0,R,10.0,280.0,230.0,58.0,0.0,0.0,0.0,0.0,58.0,1
GEMBLOUX,FLAK BTY,BOOK_15_TACTICAL,,,93301 820,13-14,10.0,1.0,,R,2.0,,4.0,0.8999999999999999,120.0,0.24,0.0,0.0,1.1400000000000001,2
GEMBLOUX,FLAK BTY,BOOK_15_TACTICAL,,,93301 820,15,10.0,1.0,,R,1.0,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1
GEMBLOUX,FLAK BTY,BOOK_15_TACTICAL,,,93301 820,16,10.0,1.0,,R,1.0,,2.0,0.1,0.0,0.0,0.0,0.0,0.1,1
GEMBLOUX,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,533N,443E,3310 10,31.0,5.0,4.0,1111.0,8.0,12.0,179.0,1.44,0.36,0.0,0.0,0.0,0.0,0.36,1
GEMUND,COM CENTER,BOOK_11_TRANSPORTATION__PART_3,5034N,630E,46909 600,3.0,1.0,5.0,1100.0,8.0,50.0,248.75,435.0,110.0,0.0,0.0,0.0,0.0,110.0,4
GEMUND,R R,BOOK_11_TRANSPORTATION__PART_3,5034N,630E,46909 630,19.0,1.2,4.0,110.0,8.0,5.0,220.0,58.0,15.0,0.0,0.0,0.0,0.0,15.0,1
GEMUND,R R,BOOK_11_TRANSPORTATION__PART_3,5034N,630E,46909 630,19.0,12.0,4.0,1134.0,8.0,17.0,234.0,201.0,51.0,0.0,0.0,0.0,0.0,51.0,2
GEMUND,R R,BOOK_11_TRANSPORTATION__PART_3,5034N,630E,46909 630,1.0,1.0,5.0,1133.0,8.0,13.0,250.0,154.0,39.0,0.0,0.0,0.0,0.0,39.0,1
GEMUND,R R,BOOK_11_TRANSPORTATION__PART_3,5034N,630E,46909 630,11.0,1.0,5.0,1130.0,8.0,61.0,249.0,0.0,0.0,140.0,7.0,0.0,0.0,7.0,1
GEMUND,R R,BOOK_11_TRANSPORTATION__PART_3,5034N,630E,46909 630,7.0,1.0,5.0,1134.0,8.0,15.0,245.0,142.0,36.0,0.0,0.0,0.0,0.0,36.0,1
GEMUND,R R,BOOK_11_TRANSPORTATION__PART_3,5034N,630E,46909 630,8.0,1.0,5.0,1133.0,8.0,20.0,257.0,142.0,36.0,0.0,0.0,0.0,0.0,36.0,1
GENNEVILLIERS,FUEL DUMP,BOOK_2_OILREFINERIES,4854N,219E,42921 530,2.0,6.0,4.0,600.0,8,38.0,217.0,500.0,180.0,0.0,0.0,0.0,0.0,180.0,2
GENNEVILLIERS,FUEL DUMP,BOOK_2_OILREFINERIES,4854N,219E,42921 530,21.0,6.0,4.0,900.0,8,20.0,205.0,393.6666666666667,50.375,0.0,0.0,0.0,0.0,50.375,2
GENNEVILLIERS,FUEL DUMP,BOOK_2_OILREFINERIES,4854N,219E,42921 530,22.0,6.0,4.0,1200.0,8,40.0,210.0,224.0,42.0,0.0,0.0,0.0,0.0,42.0,3
GENNEVILLIERS,FUEL DUMP,BOOK_2_OILREFINERIES,4854N,219E,42921 530,23.0,6.0,4.0,1904.0,8,19.0,230.0,508.0,179.0,0.0,0.0,0.0,0.0,179.0,1
GENNEVILLIERS,FUEL DUMP,BOOK_2_OILREFINERIES,4854N,219E,42921 530,24.0,6.0,4.0,600.0,8,19.0,220.0,1126.6666666666667,169.0,0.0,0.0,0.0,0.0,169.0,1
GENNEVILLIERS,HARNES SYNTHETIC OIL REFINERY,BOOK_2_OILREFINERIES,527N,253E,43093 520,1,8.0,4.0,1434.0,8,45.0,227.0,540.0,234.0,0.0,0.0,0.0,0.0,234.0,3
GENOA,ANSAIAO STEEL WORKS,BOOK_1_MILITARYINDUSTRY,4424N,857E,40629391,13,1.0,2.0,1900.0,R,24.0,300.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,1
GENOA,ANSAIAO STEEL WORKS,BOOK_1_MILITARYINDUSTRY,4424N,857E,40629391,13-14,1.0,2.0,1900.0,R,19.0,300.0,3.0,6.0,0.0,0.0,0.0,0.0,6.0,1
GENOA,ANSAIAO STEEL WORKS,BOOK_1_MILITARYINDUSTRY,4424N,857E,40629391,15,1.0,2.0,1900.0,R,44.0,300.0,5.0,1.25,0.0,0.0,0.0,0.0,1.25,1
GENOA,ANSAIAO STEEL WORKS,BOOK_1_MILITARYINDUSTRY,4424N,857E,40629391,15-16,1.0,2.0,1900.0,R,2.0,300.0,3.0,1.3,60.0,0.0,0.0,0.0,1.3,2
GENOA,MY WEST,BOOK_11_TRANSPORTATION__PART_2,4424N,857E,40629 632,4.0,6.0,4.0,1030.0,15.0,145.0,183.5,2448.0,340.0,0.0,0.0,0.0,0.0,340.0,4
GENOA,THERMAL ELEC POWER STATI,BOOK_13_UTILITIES,,,40629,02-03,9.0,0.0,,R,4.0,,10.0,1.9,120.0,0.24,0.0,0.0,2.14,2
GENOA,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,4424N,857E,40629,2.0,8.0,4.0,1258.0,15.0,54.0,185.0,370.0,93.0,0.0,0.0,0.0,0.0,93.0,2
GENOA,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,4424N,857E,40629,4.0,8.0,4.0,1500.0,15.0,27.0,185.0,6.0,1.5,0.0,0.0,0.0,0.0,1.5,1
GENOA,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,4424N,857E,40629,8.0,8.0,4.0,1430.0,15.0,54.0,185.0,0.0,0.0,800.0,12.0,0.0,0.0,12.0,2
GENOA SESTRI,SOCIETA ANONIMA,BOOK_4_CHEMICAL,,,40629,6,1.0,0.0,,R,66.0,,69.0,10.5,0.0,0.0,1.0,0.0,10.5,6
GENSHAGEN,CITY AREA,BOOK_6_INDUSTRIAL__PART_3,5219N,1316E,46910 20,6.0,8.0,4.0,1221.0,8.0,93.0,254.0,639.0,161.0,956.0,39.9,0.0,0.0,200.9,9
GENSHAGEN,UNIDENTIFIED,BOOK_6_INDUSTRIAL__PART_3,5219N,1316E,46910 10,21.0,6.0,4.0,1000.0,8.0,113.0,230.5,1286.0,357.0,1583.0,67.6,0.0,0.0,424.6,8
GENSHAGEN,UNIDENTIFIED,BOOK_6_INDUSTRIAL__PART_3,5219N,1316E,46910 10,6.0,8.0,4.0,1224.0,8.0,70.0,255.83333333333334,439.0,111.0,1345.0,53.65,0.0,0.0,164.65,6
GENTHIN,CITY AREA,BOOK_6_INDUSTRIAL__PART_3,5224N,1209E,46911 20,18.0,4.0,4.0,,8.0,1.0,300.0,0.0,0.0,52.0,2.0,0.0,0.0,2.0,1
GERA,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,553N,1206E,46912 630,12.0,5.0,4.0,1250.0,8.0,10.0,218.0,598.0,30.0,0.0,0.0,0.0,0.0,30.0,1
GERA,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,553N,1206E,46912 630,28.0,5.0,4.0,1300.0,8.0,17.0,250.0,418.0,21.0,0.0,0.0,0.0,0.0,21.0,2
GERA,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,553N,1206E,46912 630,7.0,10.0,4.0,1250.0,8.0,11.0,266.0,120.0,30.0,0.0,0.0,0.0,0.0,30.0,1
GERA,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,553N,1206E,46912 630,30.0,11.0,4.0,1339.0,8.0,21.0,242.0,416.0,53.0,0.0,0.0,0.0,0.0,53.0,2
